x,y,z
0,1,0
0,0.998488562482483,0.000336055647647648
0,0.996977124964965,0.000672111295295295
0,0.995465687447447,0.00100816694294294
0,0.993927941851852,0.00135638472772773
0,0.992376574814815,0.00171089965965966
0,0.990825207777778,0.00206541459159159
0,0.989261443193193,0.00242547737137137
0,0.987671056506507,0.00279745342442442
0,0.98608066981982,0.00316942947747748
0,0.984490283133133,0.00354140553053053
0,0.98286264583984,0.0039293878018018
0,0.981234115552553,0.00431775378378378
0,0.979605585265265,0.00470611976576577
0,0.977953352145145,0.00510418715915916
0,0.976287521084084,0.0055078200990991
0,0.974621690023023,0.00591145303903904
0,0.972945120143143,0.00631923942042042
0,0.971242801504504,0.00673698462162162
0,0.969540482865866,0.00715472982282282
0,0.967838164227227,0.00757247502402402
0,0.966102139132132,0.00800247921921922
0,0.964364458281281,0.00843308561061061
0,0.96262677743043,0.008863692002002
0,0.960867856855856,0.00930147514414414
0,0.95909547284985,0.00974380748348348
0,0.957323088843844,0.0101861398228228
0,0.955541478783784,0.0106313479459459
0,0.953735038109109,0.0110842958328328
0,0.951928597434434,0.0115372437197197
0,0.95012215675976,0.0119901916066066
0,0.948284712545546,0.0124519968128128
0,0.946444926337337,0.0129144710970971
0,0.944605140129129,0.0133769453813814
0,0.942746345216216,0.0138443672212212
0,0.940874265810811,0.0143152467277277
0,0.939002186405405,0.0147861262342342
0,0.937122294481482,0.0152588453703704
0,0.935218648278278,0.015737157974975
0,0.933315002075075,0.0162154705795796
0,0.931411355871872,0.0166937831841842
0,0.929479411463463,0.0171781123143143
0,0.927544543255255,0.0176630630780781
0,0.925609675047047,0.0181480138418418
0,0.923657530099099,0.0186362744004004
0,0.921692095351351,0.019127080954955
0,0.919726660603604,0.0196178875095095
0,0.9177546615996,0.0201098187787788
0,0.915759932633634,0.0206056445825826
0,0.913765203667668,0.0211014703863864
0,0.911770474701702,0.0215972961901902
0,0.909750046828829,0.0220971477957958
0,0.907726211903904,0.0225975331251251
0,0.905702376978979,0.0230979184544545
0,0.903663027351351,0.0236005464864865
0,0.901610557265265,0.0241050711251251
0,0.899558087179179,0.0246095957637638
0,0.89750005403003,0.0251148675495495
0,0.895419861346346,0.0256231154714715
0,0.893339668662663,0.0261313633933934
0,0.891259475978979,0.0266396113153153
0,0.889156168473473,0.0271508187247247
0,0.887049083448448,0.0276625097857858
0,0.884941998423423,0.0281742008468468
0,0.882821031046046,0.0286876796056056
0,0.880687166515516,0.0292028191931932
0,0.878553301984985,0.0297179587807808
